#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/,1M pop,,Population,Continent,1 Caseevery X ppl1 Deathevery X ppl1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
48,Ireland,"1,422,945",,"6,710 ",,"1,281,198","+3,729","135,037",55,"282,716","1,333","11,724,746","2,329,515","5,033,128 ",Europe,47500,,,"26,830"
49,Norway,"1,396,911",,"2,339 ",,N/A,N/A,N/A,20,"254,237",426,"9,852,076","1,793,072","5,494,524 ",Europe,"42,3491",,,"237,622"
50,Kazakhstan,"1,305,017",,"13,658 ",,"1,286,771",,"4,588",528,"68,094",713,"11,575,012","603,969","19,164,925 ",Asia,"151,4032",,,239
51,Morocco,"1,162,923",,"16,057 ",,"1,146,239",,627,293,"30,874",426,"11,237,010","298,327","37,666,782 ",Africa,"322,3463",,,17
52,Bulgaria,"1,133,102",,"36,429 ",,"907,251",,"189,422",241,"165,223","5,312","9,545,600","1,391,888","6,858,023 ",Europe,61881,,,"27,620"
53,Hong Kong,"1,120,470",,"7,101 ",,N/A,N/A,N/A,115,"147,389",934,"36,260,319","4,769,760","7,602,127 ",Asia,"71,0710",,,"144,714"
54,Croatia,"1,093,098",,"15,509 ",,"1,066,581",,"11,008",41,"269,136","3,819","4,654,605","1,146,031","4,061,501 ",Europe,42621,,,"2,710"
55,Lebanon,"1,090,498",,"10,278 ",,"1,049,584",,"30,636",186,"161,016","1,518","4,795,578","708,085","6,772,604 ",Asia,66591,,,"4,524"
56,Cuba,"1,086,361",,"8,509 ",,"1,074,013",,"3,839",23,"96,014",752,"12,920,253","1,141,903","11,314,664 ",North America,"101,3301",,,339
57,Singapore,"1,067,157",,"1,246 ",,"1,009,408",,"56,503",24,"179,963",210,"23,477,384","3,959,165","5,929,883 ",Asia,"64,7590",,,"9,529"
58,Tunisia,"1,033,731",,"28,165 ",,N/A,N/A,N/A,63,"85,912","2,341","4,500,701","374,049","12,032,390 ",Africa,124273,,,-46.04
59,Lithuania,"1,013,008",,"8,817 ",,"937,732",,"66,459",63,"381,312","3,319","8,026,496","3,021,302","2,656,635 ",Europe,33010,,,"25,016"
60,Nepal,"978,317",,"11,951 ",,"964,608",,"1,758",100,"32,565",398,"5,525,573","183,926","30,042,398 ",Asia,"312,5145",,,59
61,Belarus,"958,492",,"6,778 ",,"928,536",,"23,178",,"101,493",718,"12,803,627","1,355,749","9,443,949 ",Europe,"101,3931",,,"2,454"
62,Slovenia,"955,473",,"6,471 ",,"910,480",,"38,522",50,"459,487","3,112","2,608,398","1,254,380","2,079,432 ",Europe,23211,,,"18,525"
63,Bolivia,"901,108",,"21,487 ",,"827,747",,"51,874",220,"75,418","1,798","2,682,016","224,470","11,948,233 ",South America,135564,,,"4,342"
64,UAE,"889,797",,"2,302 ",,"862,229",,"25,266",,"88,125",228,"146,653,110","14,524,489","10,096,955 ",Asia,"114,3860",,,"2,502"
65,Uruguay,"883,354",,"7,150 ",,"867,607",,"8,597",40,"252,781","2,046","5,959,510","1,705,376","3,494,543 ",South America,44891,,,"2,460"
66,Ecuador,"857,299",,"35,418 ",,N/A,N/A,N/A,759,"47,349","1,956","2,470,170","136,428","18,106,074 ",South America,215117,,,"20,877"
67,Finland,"844,713",,"2,985 ",,"46,000",,"795,728",32,"152,047",537,"10,331,340","1,859,626","5,555,601 ",Europe,"71,8611",,,"143,230"
68,Costa Rica,"834,726",,"8,266 ",,"792,603",,"33,857",73,"161,314","1,597","3,913,872","756,372","5,174,531 ",North America,66261,,,"6,543"
69,Guatemala,"823,145",,"17,274 ",,"792,328",,"13,543",5,"44,523",934,"4,191,788","226,727","18,488,239 ",North America,"221,0704",,,733
70,Azerbaijan,"791,695",,"9,679 ",,"781,641",,375,,"76,885",940,"6,681,983","648,915","10,297,160 ",Asia,"131,0642",,,36
71,Latvia,"789,483",,"5,572 ",,"734,190",,"49,721",31,"426,713","3,012","7,023,436","3,796,142","1,850,151 ",Europe,23320,,,"26,874"
72,Panama,"763,280",,"8,163 ",,"752,440",,"2,677",10,"172,214","1,842","5,673,524","1,280,083","4,432,153 ",North America,65431,,,604
73,Saudi Arabia,"750,258",,"9,038 ",,"733,146",,"8,074",148,"20,986",253,"41,462,222","1,159,754","35,750,887 ",Asia,"483,9561",,,226
74,Sri Lanka,"660,797",,"16,454 ",,"637,088",,"7,255",,"30,637",763,"6,368,159","295,253","21,568,470 ",Asia,"331,3113",,,336
75,Paraguay,"647,836",,"18,663 ",,"624,457",,"4,716",38,"88,940","2,562","2,582,692","354,572","7,283,977 ",South America,113903,,,647
76,Kuwait,"628,130",,"2,553 ",,"623,331",,"2,246",10,"143,418",583,"7,763,313","1,772,556","4,379,727 ",Asia,"71,7161",,,513
77,Myanmar,"610,728",,"19,429 ",,"567,945",,"23,354",,"11,096",353,"7,588,224","137,866","55,040,380 ",Asia,"902,8337",,,424
78,New Zealand,"597,745","+10,278",223 ,+6,"483,011","+14,598","114,511",,"119,499",45,"6,908,279","1,381,076","5,002,100 ",Australia/Oceania,"822,4311","2,055",1,"22,893"
79,Palestine,"580,873",,"5,345 ",,"574,144",,"1,384",17,"109,469","1,007","3,078,533","580,167","5,306,284 ",Asia,99932,,,261
80,Dominican Republic,"577,841",,"4,375 ",,"573,202",,264,26,"52,360",396,"3,214,009","291,231","11,035,957 ",North America,"192,5233",,,24
81,Estonia,"551,067",,"2,436 ",,"468,891",,"79,740",17,"414,936","1,834","3,226,665","2,429,577","1,328,077 ",Europe,25450,,,"60,042"
82,Bahrain,"550,362",,"1,468 ",,"541,056",,"7,838",7,"305,130",814,"9,579,472","5,311,027","1,803,695 ",Asia,"31,2290",,,"4,346"
83,Venezuela,"520,077",,"5,677 ",,"512,537",,"1,863",230,"18,379",201,"3,359,014","118,707","28,296,649 ",South America,"544,9848",,,66
84,Moldova,"512,386",,"11,415 ",,"497,498",,"3,473",61,"127,530","2,841","3,138,622","781,188","4,017,754 ",Europe,83521,,,864
85,Libya,"501,420",,"6,397 ",,"489,010",,"6,013",111,"71,297",910,"2,468,985","351,068","7,032,789 ",Africa,"141,0993",,,855
86,Egypt,"500,889",,"24,361 ",,"430,198",,"46,330",122,"4,740",231,"3,693,367","34,952","105,669,592 ",Africa,"2114,33829",,,438
87,Ethiopia,"469,611",,"7,492 ",,"433,197",,"28,922",13,"3,917",62,"4,633,008","38,646","119,882,716 ",Africa,"25516,00126",,,241
88,Mongolia,"467,982",+25,"2,177 ",,"313,256",,"152,549",192,"138,887",646,"4,030,048","1,196,028","3,369,527 ",Asia,"71,5481",7,,"45,273"
89,Armenia,"422,444",,"8,608 ",,"409,757",,"4,079",,"142,102","2,896","2,964,598","997,235","2,972,818 ",Asia,73451,,,"1,372"
90,Honduras,"420,621",,"10,871 ",,"131,100",,"278,650",105,"41,331","1,068","1,263,329","124,137","10,176,853 ",North America,249368,,,"27,381"
91,Cyprus,"405,706",,932 ,,"124,370",,"280,404",60,"331,851",762,"9,477,138","7,751,924","1,222,553 ",Asia,"31,3120",,,"229,359"
92,Oman,"387,922",,"4,250 ",,"381,949",,"1,723",15,"72,768",797,"25,000,000","4,689,581","5,330,967 ",Asia,"141,2540",,,323
93,Bosnia and Herzegovina,"374,810",,"15,702 ",,"192,218",,"166,890",,"115,485","4,838","1,730,820","533,292","3,245,540 ",Europe,92072,,,"51,421"
94,Qatar,"360,704",,677 ,,"358,870",,"1,157",1,"128,465",241,"3,404,748","1,212,601","2,807,805 ",Asia,"84,1471",,,412
95,Réunion,"327,189",,702 ,,"314,338",,"12,149",41,"360,993",775,"1,569,429","1,731,577","906,358 ",Africa,"31,2911",,,"13,404"
96,Kenya,"323,365",,"5,647 ",,"317,581",,137,1,"5,793",101,"3,495,960","62,632","55,817,614 ",Africa,"1739,88416",,,2
97,Zambia,"316,501",,"3,966 ",,"311,731",,804,,"16,422",206,"3,346,905","173,656","19,273,185 ",Africa,"614,8606",,,42
98,North Macedonia,"304,878",,"9,203 ",,"293,700",,"1,975",,"146,349","4,418","1,904,444","914,180","2,083,226 ",Europe,72261,,,948
99,Albania,"273,387",,"3,491 ",,"269,399",,497,13,"95,178","1,215","1,772,991","617,258","2,872,364 ",Europe,118232,,,173
100,Algeria,"265,621",,"6,873 ",,"178,243",,"80,505",10,"5,874",152,"230,861","5,105","45,219,368 ",Africa,"1706,579196",,,"1,780"
101,Botswana,"263,950",,"2,619 ",,"259,434",,"1,897",1,"108,458","1,076","2,026,898","832,857","2,433,668 ",Africa,99291,,,779
102,Nigeria,"255,296",,"3,142 ",,"249,495",,"2,659",11,"1,188",15,"4,726,096","21,985","214,965,338 ",Africa,"84268,41745",,,12
103,Zimbabwe,"245,767",,"5,437 ",,"236,659",,"3,671",12,"16,130",357,"2,175,748","142,795","15,236,870 ",Africa,"622,8027",,,241
104,Uzbekistan,"237,589",,"1,637 ",,"235,344",,608,23,"6,925",48,"1,377,915","40,164","34,307,549 ",Asia,"14420,95825",,,18
105,Montenegro,"232,727",,"2,698 ",,"229,347",,682,6,"370,465","4,295","1,204,749","1,917,770","628,203 ",Europe,32331,,,"1,086"
106,Mozambique,"225,237",,"2,200 ",,"222,061",,976,13,"6,874",67,"1,293,425","39,472","32,767,838 ",Africa,"14514,89425",,,30
107,Luxembourg,"208,223",,"1,025 ",,"189,841",,"17,357",3,"323,540","1,593","4,142,082","6,436,022","643,578 ",Europe,36280,,,"26,970"
108,Kyrgyzstan,"200,868",,"2,984 ",,"196,154",,"1,730",131,"29,935",445,"1,907,195","284,223","6,710,214 ",Asia,"332,2494",,,258
109,Iceland,"178,385",,97 ,,"75,685",,"102,603",3,"516,950",281,"1,871,047","5,422,193","345,072 ",Europe,"23,5570",,,"297,338"
110,Afghanistan,"177,321",,"7,657 ",,"160,402",,"9,262","1,124","4,384",189,"914,608","22,615","40,442,976 ",Asia,"2285,28244",,,229
111,Maldives,"174,658",,297 ,,"163,687",,"10,674",25,"313,571",533,"2,213,831","3,974,590","556,996 ",Asia,"31,8750",,,"19,164"
112,Laos,"164,078",,654 ,,"7,660",,"155,764",,"22,000",88,"1,012,890","135,812","7,458,029 ",Asia,"4511,4047",,,"20,885"
113,Uganda,"163,843",,"3,595 ",,"100,163",,"60,085",7,"3,397",75,"2,542,633","52,713","48,235,494 ",Africa,"29413,41719",,,"1,246"
114,El Salvador,"161,052",,"4,116 ",,"141,145",,"15,791",45,"24,615",629,"1,847,861","282,427","6,542,786 ",North America,"411,5904",,,"2,413"
115,Ghana,"160,925",,"1,445 ",,"159,409",,71,1,"4,999",45,"2,410,734","74,882","32,193,606 ",Africa,"20022,27913",,,2
